Gene.ID,WTD_N_F.FC,WTD_N_F.p,WTD_N_F.q,WTDL_N_F.FC,WTDL_N_F.p,WTDL_N_F.q,WTWL_N_F.FC,WTWL_N_F.p,WTWL_N_F.q
AT5G00930,0.08478464,0.992675187,NA,1.126324415,0.903343496,NA,0,1,NA
AT5G03600,-0.773630163,0.906293825,NA,2.689807063,0.687399824,0.758093888,2.49902392,0.71076727,0.784407609
AT5G03610,-0.528865814,0.003908256,0.009764245,-0.865919319,1.56E-07,7.40E-07,-2.295698442,1.99E-17,1.90E-16
AT5G03620,-0.506056194,0.879855795,NA,1.243727232,0.717604781,NA,3.353536435,0.355451177,0.467712339
AT5G03630,0.153536162,0.145610347,0.230476503,-0.169725556,0.047509447,0.085966637,-0.249135825,0.025126367,0.051129899
AT5G03640,-0.112806209,0.786839251,0.855175924,1.816006333,0.001455154,0.003837255,0.907168118,0.037802044,0.07310014
AT5G03650,-0.664894831,2.37E-05,8.67E-05,-0.305329875,0.001315294,0.003509794,0.242956158,0.02636285,0.053260043
AT5G03660,2.192147427,1.54E-21,2.17E-20,2.252147243,4.43E-36,1.59E-34,1.704230819,6.87E-17,6.32E-16
AT5G03668,-1.366258388,0.603964112,NA,1.689242906,0.532583309,0.625191836,2.499069943,0.393669862,0.504653211
AT5G03670,0.449636691,0.026206894,0.053291723,0.793529461,0.000289681,0.000870115,-0.097591861,0.765664377,0.828942425
AT5G03680,-0.452008368,0.518686477,0.63471442,1.509739762,0.008066007,0.018022875,0.887095875,0.238469676,0.341078339
AT5G03690,0.077284304,0.796203345,0.861820928,0.274461898,0.249421329,0.34673531,0.267708767,0.332667383,0.444145382
AT5G03700,-0.420167548,0.047168823,0.088985982,-0.456739741,0.011928648,0.025594201,-1.70185721,4.55E-11,2.84E-10
AT5G00935,-1.623434081,0.861041829,NA,1.126324415,0.903343496,NA,0,1,NA
AT5G03705,1.605621114,0.777296018,NA,2.421918458,0.669673639,NA,5.215137137,0.357480515,NA
AT5G03710,-0.159730478,0.986212951,NA,-1.504952825,0.870939174,NA,2.498973176,0.787594235,NA
AT5G03720,0.085403635,0.737357209,0.81805538,0.336104033,0.228001826,0.322976671,1.153118426,0.002300337,0.005906503
AT5G03730,-0.922075587,7.18E-21,9.71E-20,-0.49451201,2.80E-07,1.29E-06,-0.979199156,2.21E-19,2.34E-18
AT5G03740,-0.28426157,0.04651017,0.087940105,-0.571230588,2.65E-05,9.32E-05,-0.33382979,0.041460572,0.079080659
AT5G03745,2.627981285,6.08E-06,2.42E-05,4.054296656,1.70E-07,8.01E-07,4.475040284,1.27E-09,7.07E-09
AT5G03750,-1.87172149,0.839594677,NA,1.956881538,0.832612385,NA,2.341096552,0.800406685,NA
AT5G03760,0.075462235,0.538614607,0.652727213,0.403670183,1.34E-06,5.63E-06,-0.450120594,0.000204951,0.000632866
AT5G03770,-1.067222452,0.00060481,0.001767491,-0.127131741,0.723837542,0.787138463,-0.817150435,0.073049678,0.128515485
AT5G03775,0.288711087,0.975167107,NA,0,1,NA,0,1,NA
AT5G03780,0.124123802,0.83649887,0.890636353,0.51603067,0.327201686,0.428760703,0.809838216,0.199980127,0.296422098
AT5G03790,0.297084043,0.724892192,0.808105465,0.161916379,0.844202535,0.882899968,1.542155165,0.075044913,0.13148752
AT5G03795,-0.714482159,0.211433232,0.313012139,0.823400202,0.175444058,0.260550498,-1.936465374,0.127739886,0.205072611
AT5G03800,-0.30496411,0.340431839,0.45931222,-0.787806205,0.001346716,0.003585902,-0.460629749,0.104861631,0.174178448
AT5G03810,-0.184290611,0.984094852,NA,0,1,NA,2.498973176,0.787594235,NA
AT5G03820,-2.602420447,0.777340537,NA,3.098273671,0.7370229,NA,2.498973176,0.787594235,NA
AT5G03830,-1.160413056,0.000584281,0.001711267,-1.17248766,0.000389624,0.001146441,0.233641237,0.448840226,0.55674969
AT5G03840,-0.226823787,0.847196239,0.898787975,3.359938616,0.022986688,0.045711516,0.931049121,0.40375759,0.513920849
AT5G03850,0.675659831,5.53E-07,2.52E-06,0.626839686,2.09E-07,9.74E-07,1.518311948,1.46E-36,3.31E-35
AT5G00940,-3.011088231,0.744561976,NA,1.126324415,0.903343496,NA,2.498973176,0.787594235,NA
AT5G03858,-3.747845995,0.684144501,NA,-0.274012458,0.976289208,NA,2.498973176,0.787594235,NA
AT5G03860,-1.869414876,5.71E-32,1.35E-30,-2.319418241,2.39E-42,1.09E-40,-0.23529265,0.35568456,0.467929906
AT5G03870,-0.643897295,0.267262441,0.3784703,0.83462327,0.239032443,0.335454211,0.693102193,0.23454342,0.336459795
AT5G03880,0.467039202,9.26E-05,0.000309245,-0.781682387,1.90E-10,1.25E-09,1.091051742,8.86E-24,1.16E-22
AT5G03885,-1.067007802,0.17279036,0.265833759,1.440446929,0.056616123,0.100141768,3.720067463,0.002156689,0.005568327
AT5G03890,1.901125541,1.05E-05,4.05E-05,1.181561109,0.032692832,0.062199507,2.176473417,0.000583628,0.001668116
AT5G03900,-0.646373274,2.26E-05,8.30E-05,0.086032082,0.437652495,0.537445461,0.310899163,0.01074185,0.024034775
AT5G03905,0.811934791,0.002122832,0.005603715,1.322283701,6.59E-12,4.99E-11,2.79855967,1.05E-34,2.20E-33
AT5G03910,-0.134720914,0.550470259,0.662885239,-0.437087289,0.006694619,0.015237931,0.395189535,0.023233285,0.047647807
AT5G03920,-1.623434081,0.861041829,NA,0,1,NA,2.498973176,0.787594235,NA
AT5G03930,-0.661678757,0.943122342,NA,2.740720485,0.766616566,NA,3.973686956,0.667075284,NA
AT5G03940,0.06001099,0.593364167,0.701823492,-0.111336545,0.239191421,0.335568491,0.207080004,0.04938725,0.091756821
AT5G03944,0.356077731,0.969299856,NA,1.126324415,0.903343496,NA,0,1,NA
AT5G03950,-2.424183516,0.792020879,NA,3.080781799,0.738462,NA,0,1,NA
AT5G03960,0.271877247,0.439427407,0.559523646,1.500513962,5.42E-05,0.000182689,0.902551447,0.0412698,0.078793268
AT5G03970,0.431315404,0.142441546,0.226616457,0.348741273,0.150524713,0.229463578,0.577298174,0.150154624,0.234300015
AT5G03980,-3.684355444,0.689640332,NA,1.126324415,0.903343496,NA,2.498973176,0.787594235,NA
AT5G03990,0.742026452,0.077197779,0.135231421,0.561107166,0.076354252,0.12979323,1.215961014,0.002278465,0.005857451
AT5G03995,3.61118275,0.004222547,0.010466414,2.761139413,5.68E-08,2.86E-07,3.592309552,4.83E-22,5.83E-21
AT5G04000,2.656496114,0.03552014,0.069595384,2.838303197,6.45E-08,3.22E-07,-0.785731422,0.398408307,0.509043357
AT5G04010,-1.405511351,0.447321988,0.566910912,-1.158850149,0.548153345,0.638983783,2.122256123,0.287869391,0.39641169
AT5G04020,1.044423751,6.18E-06,2.46E-05,1.294615577,2.86E-08,1.50E-07,1.406380164,4.01E-08,1.94E-07
AT5G04030,-2.163802423,0.815368059,NA,0,1,NA,0,1,NA
AT5G04040,-0.969272018,1.98E-15,1.92E-14,-0.771051784,1.12E-11,8.27E-11,-1.331150832,5.23E-13,3.77E-12
AT5G04045,0,1,NA,1.126324415,0.903343496,NA,0,1,NA
AT5G04047,-0.661678757,0.943122342,NA,1.126324415,0.903343496,NA,0,1,NA
AT5G04050,-1.592328408,0.000316509,0.000971865,-0.331725342,0.432538055,0.532559752,-1.142184596,0.054789275,0.100369777
AT5G04060,-0.49172891,0.005493786,0.013270108,-0.251931218,0.100225883,0.163100271,-0.785867272,0.00010374,0.000335003
AT5G04070,-1.72202771,3.76E-09,2.20E-08,-1.342585074,2.77E-07,1.27E-06,-0.231582179,0.423126038,0.532391022
AT5G04080,2.866591519,6.57E-12,4.96E-11,2.263690844,4.74E-18,6.05E-17,2.901046083,4.91E-10,2.84E-09
AT5G04090,-0.098107736,0.588121549,0.69729232,0.147119159,0.3885739,0.490587539,0.068137673,0.753341833,0.818532874
AT5G04110,-0.82255717,0.000481592,0.001430635,0.112701721,0.581371113,0.668174033,0.253976021,0.305525797,0.415719393
AT5G04120,0.690209094,0.011291916,0.02528261,0.646045964,0.049020986,0.088283338,0.716225216,0.1670445,0.255740119
AT5G04130,-0.042669445,0.862437385,0.90897676,-0.204526946,0.205135758,0.29632496,0.134995269,0.43735426,0.545874311
AT5G04140,-0.884239537,2.28E-09,1.36E-08,-0.783978552,1.39E-08,7.53E-08,-0.905288745,8.19E-11,5.03E-10
AT5G04150,-0.226377664,0.764030913,0.837796662,2.516237345,0.010059457,0.021953749,0.863486324,0.33213444,0.443652267
AT5G04160,-0.666589149,0.008933273,0.020454289,-0.614129194,0.000813636,0.002261076,-0.74890579,0.000237569,0.000726331
AT5G04170,-1.72296323,1.96E-31,4.48E-30,-1.194454843,4.44E-17,5.25E-16,-0.335702883,0.065460822,0.116906467
AT5G04180,2.761580263,0.10648571,NA,1.113628918,0.565818615,0.654150615,0.213030096,0.89954886,0.93274242
AT5G04190,1.080048739,0.000491311,0.001457445,1.006888721,0.002136013,0.005448417,1.414857695,0.000967988,0.002662403
AT5G04200,0.365352873,0.279857987,0.392817883,0.895682559,0.001731555,0.004498959,0.220264767,0.615717985,0.704797644
AT5G04210,-1.202057105,0.896788032,NA,-0.797186233,0.931504932,NA,0.575462528,0.95052652,NA
AT5G04220,-1.114738991,0.008396778,0.019356079,-0.624464919,0.080109068,0.13504427,-2.223517748,0.000294191,0.000884597
AT5G04230,-0.383037358,0.385592761,0.506754343,0.561268183,0.054446012,0.09680451,-0.343579947,0.115523906,0.188811274
AT5G04235,-0.769823141,0.006254996,0.014900199,-0.334991619,0.150975076,0.230028571,-0.91718712,0.020833532,0.043255129
AT5G04240,-0.987173718,3.96E-12,3.05E-11,-0.682467362,3.69E-08,1.91E-07,-0.852169102,5.92E-06,2.25E-05
AT5G04238,0,1,NA,0,1,NA,0,1,NA
AT5G04250,-0.795790038,0.000871698,0.0024762,-0.558656283,0.004809063,0.011347012,-0.674559335,0.115932818,0.18935533
AT5G04260,0.991280702,0.000251826,0.000786382,1.008119338,7.58E-06,2.88E-05,1.985457937,3.89E-17,3.64E-16
AT5G04267,-1.623446448,0.861040779,NA,-0.853104908,0.926534609,NA,0,1,NA
AT5G04270,-1.783870248,2.86E-11,2.06E-10,-1.280039184,3.61E-06,1.43E-05,-0.143084112,0.624680764,0.712477936
AT5G04280,-1.134491206,6.05E-13,4.96E-12,-1.347855956,7.30E-21,1.15E-19,-0.809737759,2.77E-05,9.66E-05
AT5G04290,0.066314085,0.775772984,0.846924674,0.48408671,0.01877043,0.038293034,-0.302764431,0.22285547,0.323420235
AT5G04310,-1.615181076,2.20E-06,9.28E-06,0.177591509,0.632082255,0.711743976,-1.867315372,0.000118196,0.000378178
AT5G04320,0.207843472,0.378831953,0.499693985,0.175799093,0.291206339,0.391026137,0.828175285,0.000110091,0.000354181
AT5G04330,-0.483678767,0.053567838,0.099135131,-0.361757959,0.016270853,0.033747917,-0.307547566,0.350627745,0.462691556
AT5G04340,-0.550850617,0.011097432,0.024889193,-0.214623703,0.1686711,0.252311831,-1.349145103,2.82E-06,1.11E-05
AT5G04347,-2.049332907,0.824508257,NA,-0.797186233,0.931504932,NA,0,1,NA
AT5G04350,-0.661678757,0.943122342,NA,0,1,NA,0,1,NA
AT5G04360,-1.27201647,1.64E-06,7.04E-06,-1.443519501,3.56E-11,2.51E-10,-0.732445783,0.000268513,0.000812627
AT5G00950,-1.623434081,0.861041829,NA,0,1,NA,0,1,NA
AT5G00955,-1.202052626,0.896788415,NA,0,1,NA,0,1,NA
AT5G00960,-0.661678757,0.943122342,NA,3.080781799,0.738462,NA,0,1,NA
AT5G04370,-0.127400155,0.786048967,0.854685754,0.481453655,0.359943445,0.461759654,1.536480291,0.142216638,0.223935648
AT5G04380,-0.896849107,0.646614523,NA,1.223549877,0.518511499,0.6131921,2.499074743,0.251171028,0.35538317
AT5G04390,-0.007256868,0.991684425,0.994685341,1.164460619,0.148205944,0.226487295,0.940911512,0.345694288,0.457549978
AT5G04395,-1.637136589,0.859599308,NA,-0.797186233,0.931504932,NA,4.078951459,0.658715157,NA
AT5G04400,2.331405592,0.800496065,NA,-0.592598035,0.94898434,NA,2.498973176,0.787594235,NA
AT5G04410,-0.775239509,2.42E-10,1.60E-09,-0.488109143,1.31E-06,5.51E-06,-0.414660018,0.002540943,0.00646576
AT5G00965,0,1,NA,2.001593574,0.828813619,NA,0,1,NA
AT5G04420,-0.597557791,9.47E-05,0.000315487,-0.544646511,6.09E-05,0.000203899,-0.422678677,0.010507818,0.023582157
AT5G04430,0.067789171,0.469145354,0.587738244,-0.38740248,1.67E-06,6.95E-06,0.257986497,0.00334331,0.008328756
AT5G04440,0.54655736,0.000401703,0.001208851,0.075683762,0.558861492,0.648214419,0.833102611,3.52E-09,1.89E-08
AT5G04460,-0.304718624,0.173151726,0.266259623,-0.032641415,0.873354423,0.905401247,-0.112493368,0.664719833,0.746250896
AT5G04470,2.170284364,5.86E-44,2.12E-42,1.632771873,8.52E-35,2.86E-33,1.882455506,4.74E-14,3.67E-13
AT5G04475,2.258176033,0.266258857,NA,2.960870596,0.147124386,0.225139244,0.561137319,0.793872682,0.851193237
AT5G04480,-1.544358248,5.62E-17,6.04E-16,-1.485719688,2.24E-20,3.42E-19,-1.808343609,6.09E-19,6.33E-18
AT5G04490,-1.087782023,9.16E-11,6.29E-10,-1.380030185,4.58E-23,8.26E-22,0.178490516,0.336772614,0.448153331
AT5G04500,-1.122385793,0.279643706,0.392582735,-0.069870363,0.951684442,0.964011191,2.499076312,0.180796493,0.272965892
AT5G04510,-0.095225673,0.584643295,0.694279416,0.303865859,0.039104392,0.072693237,0.318766658,0.059858758,0.1082439
AT5G04520,1.361812157,0.000227223,0.000715407,0.845777957,0.008899702,0.019689151,1.043511246,0.002336516,0.00599101
AT5G04530,-0.656541586,7.04E-09,4.00E-08,-0.924965272,4.04E-25,8.16E-24,-1.592923718,3.42E-34,7.06E-33
AT5G00970,-0.184290611,0.984094852,NA,-0.797186233,0.931504932,NA,2.498973176,0.787594235,NA
AT5G04540,-1.46167169,4.17E-28,8.14E-27,-0.92624018,6.82E-16,7.38E-15,-0.905300013,8.32E-08,3.90E-07
AT5G04550,-0.569606902,2.16E-06,9.11E-06,-0.17883796,0.069758652,0.120234977,-0.520246218,0.000288187,0.000867587
AT5G04560,-0.298818153,0.059425092,0.108390232,-0.127913172,0.372673425,0.47464401,-0.065285293,0.694000527,0.77095356
AT5G04590,-0.542007436,3.34E-05,0.000119755,-0.512806229,4.23E-05,0.000144377,-0.484382326,0.000109447,0.000352274
AT5G04600,2.285615224,3.04E-64,1.83E-62,1.465463466,4.75E-35,1.61E-33,2.194136984,3.05E-72,1.98E-70
AT5G04610,-0.400591837,0.524673556,0.64054723,-1.181719397,0.088305134,0.146689347,-0.847548827,0.306264313,0.416477076
AT5G04620,0.107674823,0.721161067,0.805457935,0.617914287,0.010621711,0.023033669,-0.471510664,0.104354406,0.173445296
AT5G04630,-2.15397614,0.404840464,NA,2.039509513,0.423991569,NA,2.399063498,0.36605721,NA
AT5G04640,-2.81505421,0.759648821,NA,1.126324415,0.903343496,NA,0,1,NA
AT5G04650,-2.163802423,0.815368059,NA,0,1,NA,0,1,NA
AT5G04670,-0.206342818,0.30764497,0.424163124,0.028862989,0.868577911,0.902034194,-0.230283331,0.296507569,0.406221277
AT5G04660,-2.238413475,0.033680499,0.066430116,1.050210355,0.185811693,0.273198641,-0.92476537,0.255654835,0.36048511
AT5G00975,-1.282629709,0.889444131,NA,2.001593574,0.828813619,NA,2.498973176,0.787594235,NA
AT5G00980,-0.165001998,0.985698074,NA,1.118358073,0.903809173,NA,0,1,NA
AT5G00985,0.05889866,0.994925518,NA,2.740720485,0.766616566,NA,0,1,NA
AT5G04680,-2.326761159,0.000104928,0.000347293,-0.159675109,0.729836176,0.791870726,-1.208195682,0.043736184,0.082656832
AT5G04690,-1.879512426,0.020672769,0.043213653,2.054554076,0.034583121,0.065255534,-0.552272395,0.399903313,0.510503022
AT5G04700,-0.632604365,0.317473598,0.434504848,-0.919074371,0.18645875,0.274010357,-0.783238019,0.289543235,0.398366312
AT5G04710,0.062824734,0.719390376,0.804297725,-0.335609562,0.014286601,0.030015966,0.453437737,0.002842997,0.007174648
AT5G04720,-0.229088542,0.090651397,0.155041031,-0.49769942,1.99E-05,7.11E-05,-1.9425696,2.02E-25,2.88E-24
AT5G04730,-0.5503819,0.761573484,NA,1.090322583,0.613253753,NA,3.451275865,0.090162533,0.153659477
AT5G04740,0.211541791,0.081517691,0.141494671,-0.01641964,0.874173046,0.906105192,0.638598924,2.60E-08,1.28E-07
AT5G04750,2.790468727,3.52E-69,2.46E-67,3.004502648,2.77E-83,5.99E-81,4.137880866,7.74E-78,5.84E-76
AT5G04760,1.180469431,1.00E-09,6.20E-09,0.932591948,2.52E-07,1.17E-06,0.472185841,0.057919783,0.105235666
AT5G00990,-1.209597923,0.438519012,NA,0.366150007,0.796121179,NA,-0.100440947,0.951083034,0.973527774
AT5G00995,-1.623437878,0.861041507,NA,0,1,NA,0,1,NA
AT5G04770,-2.037189458,5.95E-25,1.01E-23,-1.23211941,1.92E-09,1.14E-08,-1.33353087,1.68E-05,6.03E-05
AT5G04780,-0.194708244,0.627231309,0.73056149,0.873679622,0.03735401,0.069847562,-0.524320894,0.294321079,0.403768658
AT5G04781,0.003449478,0.997904283,0.998895605,-0.156884057,0.914522836,0.93619331,2.11143903,0.194193282,0.289537542
AT5G04800,2.017725611,1.45E-44,5.30E-43,0.908892963,6.90E-14,6.29E-13,1.721525305,4.54E-48,1.51E-46
AT5G04790,1.463656693,0.012274143,0.027237308,2.214171758,1.18E-05,4.38E-05,5.250138875,2.22E-11,1.42E-10
AT5G04810,0.082753505,0.586674477,0.696152333,0.642088221,7.14E-06,2.73E-05,-0.06229977,0.71494418,0.787776869
AT5G04820,0.289280509,0.237216742,0.343665908,0.465847699,0.028077439,0.054447876,0.027612166,0.917132121,0.947031826
AT5G04830,0.916559866,5.97E-05,0.000206034,0.815761011,5.80E-07,2.57E-06,1.826825433,5.66E-23,7.13E-22
AT5G04840,-0.705112317,0.089363388,0.153160506,-0.130568042,0.627699717,0.708283157,0.395707437,0.333936122,0.445455742
AT5G04850,0.226351103,0.315803188,0.432918071,0.098142872,0.615299112,0.697838909,1.775801289,6.44E-12,4.28E-11
AT5G04860,-0.014262226,0.932898342,0.957006343,-0.208121827,0.130545031,0.204178273,-0.084497579,0.705252941,0.779991493
AT5G04870,-0.660782299,5.45E-07,2.48E-06,0.183117359,0.098357011,0.16054199,-0.112235152,0.429176615,0.538108959
AT5G04880,0.507266889,6.59E-06,2.62E-05,0.318325863,0.003500715,0.008538694,0.177994952,0.180720638,0.272896298
AT5G04885,-1.523243865,7.33E-12,5.52E-11,-1.586042375,1.19E-23,2.21E-22,-2.539928749,6.71E-31,1.20E-29
AT5G04890,0.39171483,0.166397386,0.257587202,0.304556914,0.262072633,0.359909756,1.684731956,1.37E-05,4.97E-05
AT5G04895,-0.925614414,0.025068254,0.051282637,-0.885824337,0.001212866,0.003260597,-1.267354403,0.000118584,0.000379331
AT5G04900,-0.636505936,0.01557601,0.033639855,-1.196681084,3.58E-07,1.62E-06,-0.002134855,0.992662482,1
AT5G04910,1.113107228,3.79E-07,1.75E-06,0.61778165,0.004936391,0.011612617,1.843086838,7.29E-13,5.20E-12
AT5G04920,0.377038512,0.024837103,0.050867598,-0.064054378,0.636655718,0.71531131,-0.073082667,0.6761437,0.755803984
AT5G04930,-0.916897055,3.42E-15,3.28E-14,-0.902867688,1.62E-18,2.13E-17,-1.630712331,4.22E-33,8.33E-32
AT5G04933,0,1,NA,0,1,NA,2.498973176,0.787594235,NA
AT5G04937,-2.229872603,0.809234167,NA,2.037689473,0.825749463,NA,0,1,NA
AT5G04940,-0.395592983,0.068450105,0.122067576,-0.186607357,0.263026123,0.360818422,-0.328950101,0.13179448,0.210309786
AT5G04950,0.933682926,0.005537162,0.013362071,1.05875232,1.07E-07,5.19E-07,1.141139707,2.43E-12,1.67E-11
AT5G04960,-0.505966271,0.061104264,0.110930924,-0.033905966,0.908240162,0.931708715,-0.81285643,6.53E-06,2.46E-05
AT5G04970,-0.428005416,0.143019779,0.227292363,-0.565228831,0.061584409,0.107776866,-1.580530933,4.49E-07,1.94E-06
AT5G04980,-0.515278858,0.382783193,0.503850528,0.942297408,0.026146487,0.051177338,0.370640031,0.488340925,0.592235004
AT5G04990,-0.360738994,0.039594853,0.076437393,-0.534355771,0.00040364,0.001184209,-1.190837133,4.47E-09,2.37E-08
AT5G05000,-0.034710432,0.852826168,0.902816039,0.02492401,0.874958131,0.906629402,0.48641884,0.005888269,0.013959522
AT5G05010,-0.794940715,8.03E-18,9.10E-17,-0.648072093,3.44E-15,3.50E-14,-0.110570839,0.227490293,0.328638238
AT5G05020,-2.598892033,0.778866089,NA,0,1,NA,0,1,NA
AT5G05025,-1.657405114,0.858156003,NA,1.126324415,0.903343496,NA,2.498973176,0.787594235,NA
AT5G05030,-3.214433355,0.727317868,NA,0,1,NA,2.498973176,0.787594235,NA
AT5G05040,3.100409801,0.00904858,0.020691974,3.537793036,0.000554708,0.001584079,3.290917782,0.002711967,0.00687045
AT5G05050,-3.191626093,0.729690658,NA,0.015746182,0.99863385,NA,2.498973176,0.787594235,NA
AT5G05060,2.568327047,7.69E-36,2.11E-34,2.188268703,3.62E-38,1.43E-36,2.526131133,6.35E-41,1.64E-39
AT5G05070,-2.198710762,0.8110347,NA,2.076167667,0.821985383,NA,3.40103585,0.7132887,NA
AT5G05080,1.060429215,9.44E-26,1.66E-24,0.838444666,1.32E-17,1.62E-16,0.951235827,1.84E-15,1.56E-14
AT5G05085,1.402238922,0.271448673,0.383363991,2.861163923,0.042199034,0.077645504,2.107867642,0.139983844,0.221009977
AT5G05090,1.832128614,5.76E-05,0.000199369,1.196368072,0.002262128,0.005741338,1.122914929,0.014606098,0.031641706
AT5G05100,0.627449196,1.50E-07,7.31E-07,-0.197738147,0.099051023,0.161549468,-0.236499376,0.118340922,0.192682218
AT5G05110,1.751780272,1.37E-11,1.01E-10,1.874839471,2.41E-17,2.90E-16,-0.422626146,0.248708476,0.352551665
AT5G05113,-1.282608737,0.88944592,NA,-0.797186233,0.931504932,NA,2.498973176,0.787594235,NA
AT5G05120,-2.324426663,0.80126165,NA,2.037689473,0.825749463,NA,0,1,NA
AT5G05130,-0.120454803,0.776375085,0.847165588,-0.051915707,0.872275479,0.904574428,-0.252341681,0.561541836,0.658511271
AT5G05140,-0.403520346,0.00265097,0.006858435,-0.128709207,0.290841928,0.390637826,-0.369054875,0.040236922,0.077115628
AT5G05150,-2.833477408,0.759286173,NA,2.740720485,0.766616566,NA,3.441930407,0.709949435,NA
AT5G05160,0.039612582,0.892851513,0.929567799,0.079667694,0.72253488,0.786060456,-1.619521207,1.90E-07,8.55E-07
AT5G05170,-1.109200411,2.20E-52,1.05E-50,-1.028211403,2.11E-52,1.51E-50,-1.627953164,4.18E-101,5.45E-99
AT5G05180,-0.067645508,0.788496921,0.856398912,0.4515047,0.060632631,0.106354927,1.074845589,0.000985879,0.002708633
AT5G05190,-0.668233255,0.010093179,0.022832011,-0.855713377,0.000921665,0.002533895,-1.426111111,0.000120355,0.000384505
AT5G01005,-1.623446448,0.861040779,NA,0.164569091,0.985843383,NA,0.153694583,0.986729084,NA
AT5G05200,-0.527965768,0.004782088,0.011704778,-0.411703989,0.00010336,0.00033366,-0.07669956,0.471783265,0.577603811
AT5G05210,1.239355881,9.24E-05,0.000308839,1.241846751,3.23E-06,1.29E-05,1.373565519,6.01E-06,2.28E-05
AT5G05220,-0.495343027,0.474323737,0.592869369,0.174273468,0.835664055,0.876087439,2.426549213,0.127830177,0.205169671
AT5G05230,-0.449711272,0.064201019,0.115644467,-0.416178478,0.021373493,0.042895677,-0.407628395,0.149873292,0.233943161
AT5G05240,-1.125359587,0.002911752,0.007463364,-0.927155151,0.001000066,0.002732083,-0.784423401,0.028908616,0.057787823
