Gene.ID,WTD_SM_P.FC,WTD_SM_P.p,WTD_SM_P.q,WTDL_SM_P.FC,WTDL_SM_P.p,WTDL_SM_P.q,WTWL_SM_P.FC,WTWL_SM_P.p,WTWL_SM_P.q
AT5G57410,0.128254708,0.819987951,0.989083184,0.398137333,0.210794219,0.420940014,-0.835066845,0.044922944,0.125487188
AT5G57420,1.705588686,0.267125433,0.521894973,0.739127492,0.660719736,NA,-1.034986208,0.499666878,NA
AT5G57440,-0.006697598,0.991067819,1,0.626784715,0.050935571,0.152788517,0.557404086,0.015202207,0.052524733
AT5G57450,1.985290705,0.140604261,0.348809118,2.952188684,7.19E-05,0.000660749,0.776940837,0.515453142,0.707465956
AT5G57460,-0.817625528,0.00372409,0.025806486,-0.334336341,0.052266188,0.155517635,-0.862306927,3.99E-07,4.73E-06
AT5G57480,-0.192589207,0.669742667,0.892798785,-0.708758607,0.16484125,0.358439009,-0.964408786,0.117299023,0.259170233
AT5G57490,0.68095216,0.015221566,0.076341964,0.096954962,0.642618785,0.841033345,0.597873753,0.000349892,0.002102708
AT5G57500,-0.033837204,0.978172016,1,-0.400017852,0.753647906,0.920179546,-0.195536486,0.859649513,0.956833759
AT5G57510,2.383886756,0.071704571,0.226642606,1.827169395,0.127820926,0.301222578,0.283157766,0.838310868,0.94882502
AT5G57520,0.848346628,0.738804668,NA,0,1,NA,1.686783119,0.525493766,NA
AT5G57530,-3.090930005,0.00896442,0.051039544,-0.173981861,0.842464076,0.97503044,0.461056919,0.130079648,0.279738837
AT5G57535,0,1,NA,0,1,NA,0,1,NA
AT5G57540,-2.254262181,0.05859471,0.197121406,-1.984242111,0.106440131,0.262207445,0.207060199,0.655311445,0.820845409
AT5G57550,1.199498637,0.363766083,0.627849317,-0.948333321,0.480311385,0.708788769,2.177424987,0.20701344,0.387656044
AT5G57560,-1.510762043,0.006101566,0.037589305,-0.582150953,0.002971488,0.016049476,0.435473508,0.177890482,0.348866525
AT5G08715,0,1,NA,2.211782188,0.811515503,NA,0,1,NA
AT5G57565,-0.595414176,0.629926302,0.864655194,1.951685981,0.002639972,0.014539472,1.727253882,0.002971227,0.013405108
AT5G57569,4.089126162,0.658837913,NA,0,1,NA,0,1,NA
AT5G57567,4.846355477,0.009252131,0.052365419,1.31876908,0.454772384,0.687026755,0.674728878,0.665183123,0.827845212
AT5G57570,4.574343242,3.52E-05,0.000455063,1.239001421,0.185443853,0.389357901,-0.119166017,0.918968799,0.993615717
AT5G57580,-0.409545162,0.146821622,0.358661902,-0.118863775,0.470836957,0.700335053,-0.154716144,0.323013367,0.523984678
AT5G57590,0.615031472,0.304705971,0.565444444,0.459656681,0.160976485,0.352650307,-0.386847901,0.256069034,0.447049735
AT5G57610,-0.352030536,0.220446305,0.462933612,-0.010798326,0.956440951,1,-0.560285265,0.010945988,0.040263363
AT5G57620,-1.310293845,0.045321164,0.165675684,-0.948573256,0.020087033,0.074313788,-0.288896457,0.572512606,0.757565541
AT5G57625,-0.498414074,0.446244928,0.708254223,-0.146783589,0.76260749,0.925544699,0.30503759,0.251462509,0.441850899
AT5G57630,0.304590399,0.393920583,0.65880119,0.316879107,0.083179228,0.218814529,0.672925056,0.000209795,0.001337485
AT5G08725,0,1,NA,0,1,NA,0,1,NA
AT5G57640,1.387447794,0.336391983,0.600167653,2.505278236,0.094739768,0.240632133,0.930156773,0.487700801,0.684497262
AT5G57650,0,1,NA,0,1,NA,0,1,NA
AT5G57655,-0.640000078,5.73E-06,8.79E-05,-0.69676842,3.43E-06,4.46E-05,-0.267676803,0.178411037,0.349675894
AT5G08735,0,1,NA,0,1,NA,0,1,NA
AT5G57660,0.316575101,0.056946861,0.193637605,0.298822043,0.069861296,0.19246237,0.051096356,0.772541006,0.90414292
AT5G08745,0,1,NA,0,1,NA,0,1,NA
AT5G08755,0,1,NA,0,1,NA,0,1,NA
AT5G57670,-0.230321725,0.791081263,0.9711713,-0.653964752,0.539161634,0.761543397,-0.868182987,0.418986698,0.621953732
AT5G57685,-1.235742785,0.004847489,0.03148866,-1.095245424,2.79E-05,0.000288277,-0.315467367,0.34162277,0.54316619
AT5G08765,0,1,NA,0,1,NA,0,1,NA
AT5G57690,0,1,1,1.330686617,0.482663957,NA,-0.534666139,0.751164933,NA
AT5G57700,-1.266071942,0.081066137,0.245493862,-0.045664755,0.884566065,0.999759242,-0.205679941,0.456495389,0.655738788
AT5G57710,0.33632485,0.080118175,0.243703979,0.022785216,0.857007899,0.983575695,-0.37882415,0.005703885,0.023328602
AT5G57720,0,1,NA,0,1,NA,1.3440544,0.844739174,NA
AT5G57735,2.668431901,0.133575979,0.337723022,0,1,NA,1.268892411,0.513217969,NA
AT5G57740,-0.466225865,0.398316852,0.663166926,0.265128049,0.388758694,0.627050475,0.754521716,0.010260737,0.038104396
AT5G57750,0,1,NA,0,1,NA,0,1,NA
AT5G57760,0.045434158,0.878346947,1,0.228980729,0.741902327,0.91175535,0.83695787,4.76E-05,0.000359948
AT5G57770,-2.003933422,0.090752622,0.263406441,0.246059775,0.601968344,0.814446777,-0.113567638,0.791488931,0.917679968
AT5G57780,0.529487844,0.377158478,0.64172491,1.987424446,2.95E-06,3.89E-05,0.953618983,0.005810811,0.02369053
AT5G08775,0,1,NA,0,1,NA,0,1,NA
AT5G57785,1.182720502,0.000392779,0.003831354,0.229925352,0.122246267,0.291509439,0.683097407,0.000444224,0.002595505
AT5G57790,2.592650272,0.001043165,0.008865578,1.126369063,0.084180099,0.220641023,0.44059579,0.546344976,0.735356666
AT5G57800,0.36467436,0.036995098,0.144928636,0.072665946,0.511029065,0.738153332,0.655462886,3.01E-05,0.000240255
AT5G57810,0,1,NA,-0.803289899,0.782131518,NA,0,1,NA
AT5G57815,-0.623380714,0.184457286,0.414091894,0.366805238,0.176039842,0.375810083,0.346075835,0.200199675,0.379310892
AT5G08785,0,1,NA,0,1,NA,0,1,NA
AT5G57820,3.845056259,0.610808559,NA,0,1,NA,0,1,NA
AT5G57830,0.277707625,0.654061994,0.881345405,0.616538349,0.150843041,0.337482454,0.999701628,0.007615226,0.029795341
AT5G57840,0.554472692,0.320594964,0.583191424,0.941916456,0.009960767,0.042988122,-0.416986578,0.500403691,0.694978949
AT5G57850,0.259511903,0.546129184,0.797974417,0.153484005,0.618145728,0.82411797,-0.062202061,0.726756881,0.870987565
AT5G57860,-0.219469576,0.73818923,0.938130311,-0.561447113,0.203912971,0.412541647,0.905562482,0.001104873,0.005754625
AT5G57870,-0.029896632,0.839754692,1,-0.15706588,0.211750803,0.422082579,-0.658210041,5.99E-08,8.30E-07
AT5G08805,2.389320186,0.076037599,0.235166834,3.129752298,0.003232019,0.017172726,0.286502026,0.83892183,0.948842754
AT5G57880,0.744971248,0.02066424,0.095720683,0.580017179,0.015413096,0.060384339,0.644630544,0.018149045,0.060456377
AT5G57885,6.485635111,3.78E-13,1.52E-11,1.349922419,0.39892599,0.635551772,-1.761088682,0.161007485,0.32474143
AT5G57887,0.677142789,0.053097629,0.184588649,0.58953401,0.019275662,0.071926115,0.589619232,0.051054871,0.138866746
AT5G57890,-0.383367184,0.748538569,0.944041308,-0.472695668,0.534736353,0.757982009,-0.289769465,0.523414696,0.714937158
AT5G57900,0.419119838,0.179759943,0.406963725,0.760522296,0.000409005,0.003025915,0.008714324,0.976187531,1
AT5G57910,0.472549671,0.429272901,0.693126167,-0.100851743,0.8341758,0.971238796,0.109204551,0.813613465,0.933370545
AT5G57920,0.767055616,0.567106652,0.814631201,-0.635434594,0.649008034,0.845660859,-1.724375043,0.200083286,0.37918609
AT5G57930,0.756685215,0.000672928,0.0060784,0.326104413,0.011614708,0.048417362,0.595516048,2.77E-08,4.09E-07
AT5G57940,0.736841263,0.001900767,0.014838188,0.746680156,3.33E-05,0.000336787,0.63485123,0.002366552,0.011101652
AT5G57950,0.056162011,0.93192735,1,-0.249943462,0.590425174,0.806977405,-0.388896193,0.288297797,0.483473029
AT5G57960,0.402202002,0.274399708,0.530184381,0.081454232,0.681620464,0.870562709,-0.69569562,0.000956601,0.005088744
AT5G57970,-0.803748808,0.21738763,0.458672117,0.412294623,0.230399678,0.446432731,1.034239901,0.001037738,0.005462052
AT5G57980,0.725827127,0.559721911,0.808374247,-1.35578506,0.283685568,0.509687122,-0.254932842,0.720479215,0.866982454
AT5G57990,-0.096693003,0.666021296,0.890237034,-0.231187755,0.068479161,0.189839645,-0.581684805,8.59E-07,9.53E-06
AT5G08815,0,1,NA,0,1,NA,0,1,NA
AT5G58000,-0.707292849,0.278591497,0.534954098,0.111599807,0.66701062,0.859825417,0.284663175,0.286424857,0.481224506
AT5G58003,-1.26420977,0.131869053,0.334823005,0.139651328,0.711857139,0.893002998,0.634576915,0.026293664,0.081391023
AT5G58005,-0.194851147,0.76624358,0.955326155,0.482606659,0.157928343,0.348323651,0.280121838,0.347406064,0.549712518
AT5G58010,-0.575071533,0.628615488,0.863752041,0.688279933,0.381385901,0.619256335,1.680577523,1.28E-07,1.66E-06
AT5G58020,-0.594893499,0.107707584,0.293329249,-0.671081623,0.006070826,0.028890421,-0.88019767,0.000137623,0.000924188
AT5G58030,-1.83899213,0.005092372,0.032565115,-0.13464668,0.626614307,0.829787153,-0.340129388,0.137805537,0.291274047
AT5G58040,0.948020088,3.09E-07,6.08E-06,-0.13979518,0.404657453,0.640933303,-0.579191715,0.000672705,0.003732208
AT5G58050,0,1,1,2.211865434,0.500010279,NA,2.177416521,0.506710202,NA
AT5G58060,-0.358869956,0.182249008,0.410083955,-0.238471408,0.255121395,0.476303495,-0.045012873,0.808760274,0.929442388
AT5G58070,-1.53313091,2.51E-08,5.81E-07,-1.00193493,2.82E-10,7.65E-09,-1.395194099,1.73E-10,3.57E-09
AT5G58080,0,1,NA,0,1,NA,2.169696777,0.54179906,NA
AT5G58090,0.605137322,0.019842193,0.092910809,-0.351688872,0.11001191,0.268954778,0.54990893,0.006217811,0.025102563
AT5G58100,-0.286417275,0.236280228,0.483908423,-0.21423308,0.211213335,0.421432277,0.100166956,0.567161148,0.753325014
AT5G58110,1.487496447,7.43E-10,2.13E-08,1.405233667,6.75E-14,3.05E-12,1.1862002,9.60E-13,2.72E-11
AT5G58120,0.285478991,0.81147361,0.984230172,0.541717227,0.197367722,0.404218723,0.235569653,0.478798055,0.676504964
AT5G58130,-0.643378993,0.100297926,0.280362325,-0.351100077,0.106929162,0.263334883,-0.013864713,0.936448105,1
AT5G08820,1.948383485,0.585896386,NA,0,1,NA,0,1,NA
AT5G58140,0.077833055,0.68490121,0.902746052,-0.066181219,0.486431857,0.714245963,-0.350757191,0.000175748,0.001149543
AT5G58150,-0.369247219,0.660565464,0.886089646,-0.077475312,0.84535275,0.977027029,-0.22161403,0.55117983,0.739906422
AT5G58160,0.17510251,0.662574343,0.887759971,-0.198039967,0.541761526,0.763710946,-0.470339785,0.124329117,0.270806785
AT5G58170,4.846354873,0.011945262,0.063772948,2.211873217,0.251267079,NA,0,1,NA
AT5G58180,4.846162359,0.59512595,NA,0,1,NA,0,1,NA
AT5G58190,-1.234732307,0.143862121,0.354347447,0.567292,0.089412718,0.230282771,-0.389849873,0.286366652,0.481159822
AT5G58200,1.563935669,8.31E-07,1.51E-05,1.26013164,2.46E-08,4.92E-07,1.052948208,2.11E-06,2.16E-05
AT5G58210,0.578968983,0.493387747,0.751407393,0.628512203,0.185029999,0.388831815,0.155832825,0.726185212,0.870554966
AT5G58220,0.994605505,4.11E-05,0.000521222,-0.003706377,0.988728994,1,0.18267016,0.394982818,0.59943136
AT5G58230,-0.193220475,0.57513964,0.820257703,-0.555713893,0.017663104,0.06710168,-0.712201491,0.000796112,0.004320662
AT5G58240,0.694655637,0.13653134,0.342635483,-0.625964608,0.212240723,0.422619243,-0.016641221,0.947773904,1
AT5G58250,-0.725381102,0.019898857,0.0930752,-0.172406814,0.246951501,0.466478349,-0.290891709,0.022419641,0.071682891
AT5G58260,-0.577665359,0.334587781,0.598009234,-0.567879624,0.007916045,0.035743517,-0.981239446,1.75E-07,2.21E-06
AT5G58270,-0.696511214,0.161711593,0.381378041,-0.236575866,0.368040691,0.605374669,-0.750788741,0.00162635,0.008053252
AT5G58280,2.704346407,0.083928542,0.25097835,1.518024905,0.28310025,0.508976738,0.046502443,0.975200681,1
AT5G58290,-0.801644505,0.000118323,0.001338813,-0.602934318,6.64E-06,8.05E-05,-0.970954907,2.09E-13,6.43E-12
